processed_review,sentiment_score,sentiment_label
wear high sock good cushion great shoe turf field issu must wear sock come well ankl cuff thicker side shoe rub achil raw otherwis shoe offer good support im plea,0.9287,1
size larg normal size 1213 went 125 hard buy shoe onlin without tri first gave go took game last night comfort turf howev given larg size touch heavi couldnt connect long pas get ball lesson learn tri size buy,0.2732,1
meh happen adida run huge return three time differ size size decent support footb impress market stick outdoor cleat adida king although newer version belov outdoor clear nemesi 193 terribl ankl support plea go back 183 none travel soccer boy like new version,0.9246,1
realli comfort want nice tenni shoe fall fit bill love color theyr comfort listen buyer bought smaller size safe wear 7 bought 65 good fit,0.9686,1
order shoe fit like 9 9 run big wear 85 order shoe fit like 9 95 recommend go least one size downthes shoe cute look bulki foot,0.926,1
comfort beauti run nearli size larg beauti sneaker comfort run full size larg normal wear 9510 found 9 best fit style color beauti dusti rose,0.8934,1
good purchas alreadi one anoth color chang uniform need bought adida,0.4404,1
highli recommend id eye unbeliev seller awesom quick ship get,0.3612,1
nice shoe great arch support love color bit tight right heal long sock help reliev,0.9477,1
love love love usual wear 758 base review order half size smaller went 7 fit pretti well howev think 65 may small absolut love love love shoe want pair everi singl color great qualiti stylish lot compliment,0.9901,1
love cute comfort love cute comfort,0.9607,1
love medium could load true size comfort stylish beauti color,0.8591,1
love love,0.8555,1
comfort welldesign shoe love bought toddler size 8 32month old daughter absolut love favorit part shoe thought design one side tongu attach lace cage easi daughter put buy anoth pair,0.8979,1
run small run realli small grandson wear size 4 toddler size 6 tight made foot hurt,-0.5267,0
support shoe kid chubbi foot son narrow foot would work wider foot help 15 month old run place felt good nice support great shoe,0.9509,1
easi comfort love asic 3 year old daughter weve buy sneaker sinc start walk love easi quick put color match cloth foot littl wide brand fit better nike adida sneaker love put,0.9661,1
great shoe dont look new long comfi shoe stay well kid foot easi put strap seem good life obvious white shoe look new exactli one day would buy daycar shoe though,0.8442,1
great shoe start buy asic instead stride rite due qualiti issu one two pair shoe hold well daughter grew size order anoth pair,0.7351,1
good qualiti recommend shoe son toe walker think help littl time tell shoe great far,0.9042,1
well made arch support found sneaker list best sneaker flat foot thought good arch support nope arch support sole absolut flat mayb manufactur fault fals advertis anyway flat sole good athlet shoe 4 star though look well made,0.9559,1
perfect im asic shoe fan toddler disappoint stink cute basebal design wear almost daili theyv held great serious consid order next size,0.8126,1
perfect shoe twin wide foot shoe perfect 3rd pair,0.8126,1
top qualiti trainng shoe walk 10 kmday la two year ive use air monarch iv shoe feel comfort qualiti top deliveri purol excel fast 3 day expect,0.7964,1
adida rock great look feelthi second pairwil buy great price,0.8481,1
wide foot shoe make foot look quit wide expect wide regardless shoe nice clean,0.6705,1
omg realli nice beauti shoe good price,0.6908,1
great comfort,0.765,1
great fit good qualiti run shoe,0.8591,1
nice comfort shoe deliveri time bit long wait worth ita nice shoe fit like gloveth,0.9186,1
fit great first pair adida mani mani yearswil buy adida,0.765,1
good measur,0.4404,1
uncomfort worst,-0.6249,0
dressi silhouett sole busi littl cautiou first 99 calfskin leather upper made itali decid order pair im glad comfort gener arch support sole proprietari dainitelik sole famou rubber stud grippi seem hard wear like leather smooth leather first glanc thought waxi sued rough leather matt like finish like pair well suit casual wear dont wear white sock there dye issu first wear,0.9451,1
tight odd colour good leather shoe good leather strong howev colour shoe smart look oddplu shoe blue sole cover black rubber patch would make stronger friction damag mention wasnt presentedi return reason shoe tight besid say wide size,0.9022,1
nice littl larg shoe look excel qualiti normal wear 115 w 11 12 avail half size length fit perfect seem littl wider expect overal great look shoe,0.9442,1
serious punctual would like boot zai 10 eye color came answer know ask,0.296,1
upper sole hurt heel foot beauti shoe top shoe extrem hard leather cut back foot hard wear enjoy bleed one day foot second purchas shoe although love style wast,0.4404,1
im happi costum excel color perfect fit perfect thank,0.9371,1
size stitch qualiti issu size 13 u wide slightli small 125 side width bit snug toe pull loop broke first pull could better,0.0258,1
sent back didnt fit sent back didnt fit,-0.4973,0
attract color nice color littl overpr qualiti workmanship,0.6486,1
plea cor materi shoe realli worth price comfort real leather,0.5267,1
five star arriv good condit within specifi time limit fit perfectli love solo much,0.8625,1
nice littl plenti well made beauti leather soft sole overal comfort unfortun small feeti order 36 almost manufactur trendi chang sizeshowev noth come 35 355 look bad ususu heel slip shoe goi think shame dont produc ton size also serv,-0.0516,0
bad processingfirst posit leather actual pleasantli soft feel wear pleasant shoe soft pad soleunfortun itth weld sole leather decreas significantli 5 month moistur cold penetrateth rivet lace sharp alreadi tast sever pair lacesunfortun bad purchas 80 qualitydur better,-0.2023,0
beauti shoe hope hold long shoe time usual amazon shoe look great fit perfectli smell leather mean real leatherunfortun lack clear indic real leather edg shoe indic thaw smoothinstruct care would nice look internet otherwis well process noth gone everyth sit small bright spot side almost notic,0.9661,1
shoe arriv rel comfortablyar also rel comfort littl tightbut leather hope widen somethingth shearer also short star deductionthes could littl longer shoe would perfect,0.8442,1
comfort beauti skin soft well finishedth color beauti photo beauti indigo bluefit rather comfort case ask number lessa sole hit bit rigid think slipthey comfort hope wear lot,0.8834,1
light comfort shoe great qualiti soft leather super light shoesth leather stretch everi wear shoe get comfort,0.9186,1
buy recommend fantasticsup comfortablei run cloudswa look anoth model compani buy andrea conti,0.3612,1
good run shoe color showngood qualiti except hoe reinforc seamtherefor one star le,0.4404,1
goodthey look good comfort vibrant color,0.8316,1
nice shoeth shoe pleasant wear leather soft lightth color look shownth order size fit well,0.8658,1
stepic tremend disappoint sinc le month half alreadi broke thought brand would give expect qualiti,-0.6705,0
good purchas okay bought mother likedi thought would big way would quit wide men realiti quit well ye bit larg look like clown sinc case help thefing sole look manli qualiti good price good,0.9423,1
comoda beauti deliveri bit late product categori worth ballast even go beach look good sinc typic current sandal ofbad tast fashion croac,0.5859,1
one wider wide also one wider otherand worst part return date happen,-0.6249,0
come girl ask size miesposo tighti would ask anoth point enter footit gordito stand mayb skinni foot problemstand hat definit use sizeeveryth el look beauti good qualiti,0.4404,1
poor qualiti product poor qualiti synthet one side sandal came broken buy worth,-0.8126,0
comfort sandal bought son use larg sizein brand acquir adequ size comfort,0.6124,1
look low qualiti comfort give 4 star comfort though strap look like made plastic big fan color use also fit beauti 4 star,0.8481,1
well felt fast work sole fire almost first use plastic materi give bad smell,-0.5859,0
good materi comfort super comfort good qualiti expect materi light comfortableth blue color fatherextens recommend,0.9451,1
perfect shoe husband push husband look like walk snowi day neuropathi issu foot make nervou snow ici patch artifici hip back issu also troubl tie shoe seem perfect two pair merril love realli work convinc give tri love love feel look work probabl expens shoe ever bought tell worth everi penni im delight becausewelli right,0.9823,1
durabl comfort replac anoth pair wore 5 year heavi useth sole slip resist like kitchen shoe made slip resist sole husband use anyway due comfort,0.7579,1
nice shoe right foot way small return realli like shoe nice construct look good seem wellmadeonli problem narrow tight even size 11 normal wear 105so snug could bare get shoe onto foot even get strugglealmost long length next size would solv problemfor right foot probabl nice pair shoe,0.8779,1
